iters,fevals,fitness
0,4404804,3624.7791576722925
10,4406995,3624.7791576722925
20,4409186,3624.7791576722925
30,4411377,3624.7791576722925
40,4413568,3624.7791576722925
50,4415759,3624.7791576722925
60,4417950,3624.7791576722925
70,4420141,3624.7791576722925
80,4422332,3624.7791576722925
90,4424523,3624.7791576722925
100,4426714,3624.7791576722925
110,4428905,3624.7791576722925
120,4431096,3624.7791576722925
130,4433287,3624.7791576722925
140,4435478,3624.7791576722925
150,4437669,3624.7791576722925
160,4439860,3624.7791576722925
170,4442051,3624.7791576722925
180,4444242,3624.7791576722925
190,4446433,3624.7791576722925
200,4448624,3624.7791576722925
210,4450815,3624.7791576722925
220,4453006,3624.7791576722925
230,4455197,3624.7791576722925
240,4457388,3624.7791576722925
250,4459579,3624.7791576722925
260,4461770,3624.7791576722925
270,4463961,3624.7791576722925
280,4466152,3624.7791576722925
290,4468343,3624.7791576722925
300,4470534,3624.7791576722925
310,4472725,3624.7791576722925
320,4474916,3624.7791576722925
330,4477107,3624.7791576722925
340,4479298,3624.7791576722925
350,4481489,3624.7791576722925
360,4483680,3624.7791576722925
370,4485871,3624.7791576722925
380,4488062,3624.7791576722925
390,4490253,3624.7791576722925
400,4492444,3624.7791576722925
410,4494635,3624.7791576722925
420,4496826,3624.7791576722925
430,4499017,3624.7791576722925
440,4501208,3624.7791576722925
450,4503399,3624.7791576722925
460,4505590,3624.7791576722925
470,4507781,3624.7791576722925
480,4509972,3624.7791576722925
490,4512163,3624.7791576722925
500,4514354,3624.7791576722925
510,4516545,3624.7791576722925
520,4518736,3624.7791576722925
530,4520927,3624.7791576722925
540,4523118,3624.7791576722925
550,4525309,3624.7791576722925
560,4527500,3624.7791576722925
570,4529691,3624.7791576722925
580,4531882,3624.7791576722925
590,4534073,3624.7791576722925
600,4536264,3624.7791576722925
610,4538455,3624.7791576722925
620,4540646,3624.835139449721
630,4542837,3624.7791576722925
640,4545028,3624.7791576722925
650,4547219,3624.7791576722925
660,4549410,3624.7791576722925
670,4551601,3624.7791576722925
680,4553792,3624.7791576722925
690,4555983,3624.7791576722925
700,4558174,3624.7791576722925
710,4560365,3624.7791576722925
720,4562556,3624.7791576722925
730,4564747,3624.7791576722925
740,4566938,3624.7791576722925
750,4569129,3624.7791576722925
760,4571320,3624.7791576722925
770,4573511,3624.7791576722925
780,4575702,3624.7791576722925
790,4577893,3624.7791576722925
800,4580084,3624.7791576722925
810,4582275,3624.7791576722925
820,4584466,3624.7791576722925
830,4586657,3624.7791576722925
840,4588848,3624.7791576722925
850,4591039,3624.7791576722925
860,4593230,3624.7791576722925
870,4595421,3624.7791576722925
880,4597612,3624.7791576722925
890,4599803,3624.7791576722925
900,4601994,3624.7791576722925
910,4604185,3624.7791576722925
920,4606376,3624.7791576722925
930,4608567,3624.7791576722925
940,4610758,3624.7791576722925
950,4612949,3624.7791576722925
960,4615140,3624.7791576722925
970,4617331,3624.7791576722925
980,4619522,3624.7791576722925
990,4621713,3624.7791576722925
1000,4623904,3624.7791576722925
1010,4626095,3624.7791576722925
1020,4628286,3624.7791576722925
1030,4630477,3624.7791576722925
1040,4632668,3624.7791576722925
1050,4634859,3624.7791576722925
1060,4637050,3624.7791576722925
1070,4639241,3624.7791576722925
1080,4641432,3624.7791576722925
1090,4643623,3624.7791576722925
1100,4645814,3624.7791576722925
1110,4648005,3624.7791576722925
1120,4650196,3624.7791576722925
1130,4652387,3624.7791576722925
1140,4654578,3624.7791576722925
1150,4656769,3624.7791576722925
1160,4658960,3624.7791576722925
1170,4661151,3624.7791576722925
1180,4663342,3624.7791576722925
1190,4665533,3624.7791576722925
1200,4667724,3624.7791576722925
1210,4669915,3624.7791576722925
1220,4672106,3624.7791576722925
1230,4674297,3624.7791576722925
1240,4676488,3624.7791576722925
1250,4678679,3624.7791576722925
1260,4680870,3624.7791576722925
1270,4683061,3624.7791576722925
1280,4685252,3624.7791576722925
1290,4687443,3624.7791576722925
1300,4689634,3624.7791576722925
1310,4691825,3624.7791576722925
1320,4694016,3624.7791576722925
1330,4696207,3624.7791576722925
1340,4698398,3624.7791576722925
1350,4700589,3624.7791576722925
1360,4702780,3624.7791576722925
1370,4704971,3624.7791576722925
1380,4707162,3624.7791576722925
1390,4709353,3624.7791576722925
1400,4711544,3624.7791576722925
1410,4713735,3624.7791576722925
1420,4715926,3624.7791576722925
1430,4718117,3624.7791576722925
1440,4720308,3624.7791576722925
1450,4722499,3624.7791576722925
1460,4724690,3624.7791576722925
1470,4726881,3624.7791576722925
1480,4729072,3624.7791576722925
1490,4731263,3624.7791576722925
1500,4733454,3624.7791576722925
1510,4735645,3624.7791576722925
1520,4737836,3624.7791576722925
1530,4740027,3624.7791576722925
1540,4742218,3624.7791576722925
1550,4744409,3624.7791576722925
1560,4746600,3624.7791576722925
1570,4748791,3624.7791576722925
1580,4750982,3624.7791576722925
1590,4753173,3624.7791576722925
1600,4755364,3624.7791576722925
