iters,fevals,fitness
0,38518,3206.0103937941185
10,38519,3206.0103937941185
20,38520,3206.0103937941185
30,38521,3206.0103937941185
40,38522,3206.0103937941185
50,38523,3206.0103937941185
60,38524,3206.0103937941185
70,38525,3206.0103937941185
80,38526,3206.0103937941185
90,38527,3206.0103937941185
100,38528,3206.0103937941185
110,38529,3206.0103937941185
120,38530,3206.0103937941185
130,38531,3206.0103937941185
140,38532,3206.0103937941185
150,38533,3206.0103937941185
160,38534,3206.0103937941185
170,38535,3206.0103937941185
180,38536,3206.0103937941185
190,38537,3206.0103937941185
200,38538,3206.0103937941185
210,38539,3206.0103937941185
220,38540,3206.0103937941185
230,38541,3206.0103937941185
240,38542,3206.0103937941185
250,38543,3206.0103937941185
260,38544,3206.0103937941185
270,38545,3206.0103937941185
280,38546,3206.0103937941185
290,38547,3206.0103937941185
300,38548,3206.0103937941185
310,38549,3206.0103937941185
320,38550,3206.0103937941185
330,38551,3206.0103937941185
340,38552,3206.0103937941185
350,38553,3206.0103937941185
360,38554,3206.0103937941185
370,38555,3206.0103937941185
380,38556,3206.0103937941185
390,38557,3206.0103937941185
400,38558,3206.0103937941185
410,38559,3206.0103937941185
420,38560,3206.0103937941185
430,38561,3206.0103937941185
440,38562,3206.0103937941185
450,38563,3206.0103937941185
460,38564,3206.0103937941185
470,38565,3206.0103937941185
480,38566,3206.0103937941185
490,38567,3206.0103937941185
500,38568,3206.0103937941185
510,38569,3206.0103937941185
520,38570,3206.0103937941185
530,38571,3206.0103937941185
540,38572,3206.0103937941185
550,38573,3206.0103937941185
560,38574,3206.0103937941185
570,38575,3206.0103937941185
580,38576,3206.0103937941185
590,38577,3206.0103937941185
600,38578,3206.0103937941185
610,38579,3206.0103937941185
620,38580,3206.0103937941185
630,38581,3206.0103937941185
640,38582,3206.0103937941185
650,38583,3206.0103937941185
660,38584,3206.0103937941185
670,38585,3206.0103937941185
680,38586,3206.0103937941185
690,38587,3206.0103937941185
700,38588,3206.0103937941185
710,38589,3206.0103937941185
720,38590,3206.0103937941185
730,38591,3206.0103937941185
740,38592,3206.0103937941185
750,38593,3206.0103937941185
760,38594,3206.0103937941185
770,38595,3206.0103937941185
780,38596,3206.0103937941185
790,38597,3206.0103937941185
800,38598,3206.0103937941185
810,38599,3206.0103937941185
820,38600,3206.0103937941185
830,38601,3206.0103937941185
840,38602,3206.0103937941185
850,38603,3206.0103937941185
860,38604,3206.0103937941185
870,38605,3206.0103937941185
880,38606,3206.0103937941185
890,38607,3206.0103937941185
900,38608,3206.0103937941185
910,38609,3206.0103937941185
920,38610,3206.0103937941185
930,38611,3206.0103937941185
940,38612,3206.0103937941185
950,38613,3206.0103937941185
960,38614,3206.0103937941185
970,38615,3206.0103937941185
980,38616,3206.0103937941185
990,38617,3206.0103937941185
1000,38618,3206.0103937941185
1010,38619,3206.0103937941185
1020,38620,3206.0103937941185
1030,38621,3206.0103937941185
1040,38622,3206.0103937941185
1050,38623,3206.0103937941185
1060,38624,3206.0103937941185
1070,38625,3206.0103937941185
1080,38626,3206.0103937941185
1090,38627,3206.0103937941185
1100,38628,3206.0103937941185
1110,38629,3206.0103937941185
1120,38630,3206.0103937941185
1130,38631,3206.0103937941185
1140,38632,3206.0103937941185
1150,38633,3206.0103937941185
1160,38634,3206.0103937941185
1170,38635,3206.0103937941185
1180,38636,3206.0103937941185
1190,38637,3206.0103937941185
1200,38638,3206.0103937941185
1210,38639,3206.0103937941185
1220,38640,3206.0103937941185
1230,38641,3206.0103937941185
1240,38642,3206.0103937941185
1250,38643,3206.0103937941185
1260,38644,3206.0103937941185
1270,38645,3206.0103937941185
1280,38646,3206.0103937941185
1290,38647,3206.0103937941185
1300,38648,3206.0103937941185
1310,38649,3206.0103937941185
1320,38650,3206.0103937941185
1330,38651,3206.0103937941185
1340,38652,3206.0103937941185
1350,38653,3206.0103937941185
1360,38654,3206.0103937941185
1370,38655,3206.0103937941185
1380,38656,3206.0103937941185
1390,38657,3206.0103937941185
