iters,fevals,fitness
0,1102701,3551.2824487836465
10,1104892,3551.2824487836465
20,1107083,3551.2824487836465
30,1109274,3551.2824487836465
40,1111465,3551.2824487836465
50,1113656,3551.2824487836465
60,1115847,3551.2824487836465
70,1118038,3560.4803304351417
80,1120229,3560.4803304351417
90,1122420,3560.4803304351417
100,1124611,3560.4803304351417
110,1126802,3560.4803304351417
120,1128993,3560.4803304351417
130,1131184,3560.4803304351417
140,1133375,3560.4803304351417
150,1135566,3560.4803304351417
160,1137757,3560.4803304351417
170,1139948,3560.4803304351417
180,1142139,3560.4803304351417
190,1144330,3560.4803304351417
200,1146521,3560.4803304351417
210,1148712,3561.8983449560387
220,1150903,3560.4803304351417
230,1153094,3563.370063172747
240,1155285,3560.4803304351417
250,1157476,3563.370063172747
260,1159667,3560.4803304351417
270,1161858,3560.4803304351417
280,1164049,3560.4803304351417
290,1166240,3560.4803304351417
300,1168431,3560.4803304351417
310,1170622,3563.370063172747
320,1172813,3560.4803304351417
330,1175004,3560.4803304351417
340,1177195,3560.4803304351417
350,1179386,3560.4803304351417
360,1181577,3560.4803304351417
370,1183768,3560.4803304351417
380,1185959,3560.4803304351417
390,1188150,3560.4803304351417
400,1190341,3560.4803304351417
410,1192532,3563.370063172747
420,1194723,3563.370063172747
430,1196914,3563.370063172747
440,1199105,3563.370063172747
450,1201296,3563.370063172747
460,1203487,3563.370063172747
470,1205678,3572.1207850782775
480,1207869,3563.370063172747
490,1210060,3563.370063172747
500,1212251,3563.370063172747
510,1214442,3563.370063172747
520,1216633,3563.370063172747
530,1218824,3563.370063172747
540,1221015,3563.370063172747
550,1223206,3563.370063172747
560,1225397,3563.370063172747
570,1227588,3563.370063172747
580,1229779,3563.370063172747
590,1231970,3563.370063172747
600,1234161,3563.370063172747
610,1236352,3563.370063172747
620,1238543,3563.370063172747
630,1240734,3563.370063172747
640,1242925,3563.370063172747
650,1245116,3563.370063172747
660,1247307,3563.370063172747
670,1249498,3563.370063172747
680,1251689,3563.370063172747
690,1253880,3563.370063172747
700,1256071,3563.370063172747
710,1258262,3563.370063172747
720,1260453,3563.370063172747
730,1262644,3563.370063172747
740,1264835,3563.370063172747
750,1267026,3573.3763015129753
