iters,fevals,fitness
0,2101052,3437.297959643028
10,2102090,3443.262282485038
20,2103136,3440.047294994977
30,2104173,3423.7237823517826
40,2105221,3450.5415449337934
50,2106258,3445.102705195143
60,2107302,3455.7545077293084
70,2108346,3420.8684448496924
80,2109384,3430.570610957984
90,2110413,3471.982285598925
100,2111446,3427.9449966569937
110,2112489,3460.073896985475
120,2113524,3479.8845191406585
130,2114557,3434.9067754761395
140,2115607,3406.8776354607858
150,2116659,3457.484964849507
160,2117695,3417.929124519989
170,2118720,3424.933674336696
180,2119760,3436.492605287118
190,2120802,3434.1569023896054
200,2121843,3431.4796575525297
210,2122879,3427.7122724493433
220,2123914,3467.238642455936
230,2124956,3492.3319779906747
240,2126004,3458.170920055504
250,2127045,3426.0906472011025
260,2128080,3454.615055512839
270,2129122,3464.7853631674893
280,2130168,3490.123664811475
290,2131211,3448.3251976674287
300,2132252,3439.3785756368693
310,2133290,3465.067849283122
320,2134331,3463.842061753208
330,2135375,3459.9197181933882
340,2136422,3442.380576850157
350,2137464,3426.3258194978334
360,2138508,3425.9949124275245
370,2139540,3424.4411492900576
380,2140575,3443.947026872858
390,2141611,3441.3919584640767
400,2142656,3406.8774018203026
410,2143698,3425.9949124275245
420,2144734,3415.920339546452
430,2145770,3418.4573719732443
440,2146811,3432.9049064425644
450,2147851,3414.6592086109854
460,2148886,3430.56490005078
470,2149919,3415.920339546452
480,2150960,3427.304835954045
490,2152002,3415.920339546452
500,2153044,3414.3371221811635
510,2154087,3430.6460931927695
520,2155127,3418.866966730481
530,2156166,3436.0893893348884
540,2157210,3415.256073718312
550,2158243,3442.318425070719
560,2159284,3415.920339546452
570,2160328,3415.920339546452
580,2161375,3415.412897655233
590,2162411,3430.4428516593816
600,2163452,3452.4107451195837
610,2164492,3422.3768301113623
620,2165528,3420.72935021082
630,2166565,3431.09931312097
640,2167609,3445.7076697363605
650,2168654,3443.7639428129137
660,2169692,3432.825142505768
670,2170733,3441.494340718584
680,2171767,3441.494340718584
690,2172807,3441.494340718584
700,2173849,3453.2235266717075
710,2174892,3441.494340718584
720,2175926,3441.494340718584
730,2176969,3435.714875243373
740,2178002,3441.494340718584
750,2179049,3441.494340718584
760,2180093,3437.753148348451
770,2181136,3441.494340718584
780,2182167,3428.0161318414002
790,2183205,3432.825142505768
800,2184243,3429.1453401033646
810,2185276,3441.494340718584
820,2186319,3428.0161318414002
830,2187367,3441.494340718584
840,2188405,3452.7367405109985
850,2189450,3429.1193823085855
