iters,fevals,fitness,times
0,11,12.0
10,12,12.0
20,13,12.0
30,14,12.0
40,15,12.0
50,16,12.0
60,17,12.0
70,18,12.0
80,19,12.0
90,20,16.0
100,21,16.0
110,22,16.0
120,23,16.0
130,24,22.0
140,25,22.0
150,26,22.0
160,27,22.0
170,28,22.0
180,29,22.0
190,30,22.0
200,31,23.0
210,32,23.0
220,33,23.0
230,34,23.0
240,35,23.0
250,36,23.0
260,37,23.0
270,38,23.0
280,39,23.0
290,40,23.0
300,41,23.0
310,42,23.0
320,43,23.0
330,44,23.0
340,45,23.0
350,46,24.0
360,47,24.0
370,48,24.0
380,49,26.0
390,50,26.0
400,51,26.0
410,52,27.0
420,53,27.0
430,54,27.0
440,55,27.0
450,56,27.0
460,57,27.0
470,58,27.0
480,59,27.0
490,60,27.0
500,61,27.0
510,62,27.0
520,63,27.0
530,64,27.0
540,65,27.0
550,66,27.0
560,67,27.0
570,68,27.0
580,69,27.0
590,70,27.0
600,71,27.0
610,72,27.0
620,73,27.0
630,74,27.0
640,75,27.0
650,76,27.0
660,77,30.0
670,78,30.0
680,79,30.0
690,80,30.0
700,81,30.0
710,82,30.0
720,83,30.0
730,84,30.0
740,85,30.0
750,86,30.0
760,87,30.0
770,88,30.0
780,89,30.0
790,90,30.0
800,91,31.0
810,92,31.0
820,93,31.0
830,94,31.0
840,95,31.0
850,96,31.0
860,97,31.0
870,98,31.0
880,99,31.0
890,100,31.0
900,101,31.0
910,102,31.0
920,103,31.0
930,104,31.0
940,105,31.0
950,106,33.0
960,107,33.0
970,108,33.0
980,109,33.0
990,110,33.0
1000,111,33.0
1010,112,33.0
1020,113,33.0
1030,114,33.0
1040,115,33.0
1050,116,33.0
1060,117,33.0
1070,118,33.0
1080,119,33.0
1090,120,33.0
1100,121,33.0
1110,122,33.0
1120,123,33.0
1130,124,33.0
1140,125,33.0
1150,126,33.0
1160,127,33.0
1170,128,33.0
1180,129,33.0
1190,130,33.0
1200,131,33.0
1210,132,35.0
1220,133,35.0
1230,134,35.0
1240,135,35.0
1250,136,35.0
1260,137,35.0
1270,138,35.0
1280,139,35.0
1290,140,37.0
1300,141,37.0
1310,142,37.0
1320,143,37.0
1330,144,37.0
1340,145,37.0
1350,146,37.0
1360,147,37.0
1370,148,37.0
1380,149,37.0
1390,150,40.0
1400,151,40.0
1410,152,40.0
1420,153,40.0
1430,154,40.0
1440,155,40.0
1450,156,40.0
1460,157,40.0
1470,158,40.0
1480,159,40.0
1490,160,40.0
1500,161,40.0
1510,162,40.0
1520,163,40.0
1530,164,40.0
1540,165,40.0
1550,166,40.0
1560,167,40.0
1570,168,40.0
1580,169,41.0
1590,170,41.0
1600,171,41.0
1610,172,41.0
1620,173,41.0
1630,174,41.0
1640,175,41.0
1650,176,41.0
1660,177,41.0
1670,178,41.0
1680,179,41.0
1690,180,41.0
1700,181,41.0
1710,182,41.0
1720,183,41.0
1730,184,41.0
1740,185,41.0
1750,186,41.0
