iters,fevals,fitness
0,1566,0.04264597107286619
10,1567,0.043421557487882664
20,1568,0.0447095779463923
30,1569,0.0447374658731193
40,1570,0.04308974118280818
50,1571,0.0466021123401942
60,1572,0.04241860719677079
70,1573,0.03924947241365099
80,1574,0.04170482274050358
90,1575,0.03980425428164723
