iters,fevals,fitness
0,899,0.10166871510927097
10,900,0.10166871510927097
20,901,0.10166871510927097
30,902,0.10166871510927097
40,903,0.10166871510927097
50,904,0.10166871510927097
60,905,0.10166871510927097
70,906,0.10166871510927097
80,907,0.10230476672818463
90,908,0.10230476672818463
